,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.7750000000000005,0.7999999999999998,0.7750000000000005,0.7999999999999998,0.9549999999999998,0.9549999999999998,0.9549999999999998,0.9549999999999998,,,,,,,,
1,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.9800000000000004,1.0,1.0,1.0,0.9790575916230364,1.0,1.0,1.0,1.0
2,0.7999999999999998,0.8499999999999995,0.9749999999999995,1.0,0.9549999999999998,0.97,0.9899999999999999,1.0,0.9581151832460738,0.9685863874345552,0.9895287958115183,1.0,0.888888888888889,1.0,1.0,1.0
3,0.875,0.875,0.95,0.8499999999999995,0.9749999999999995,0.9749999999999995,0.9899999999999999,0.97,0.9947643979057591,1.0,1.0,0.9842931937172777,0.5555555555555555,0.4444444444444445,0.7777777777777776,0.6666666666666669
4,0.7999999999999998,0.7999999999999998,0.7750000000000005,0.7999999999999998,0.9549999999999998,0.9549999999999998,0.9549999999999998,0.9549999999999998,,,,,,,,
5,0.925,1.0,1.0,0.9000000000000005,0.9849999999999999,1.0,1.0,0.96,0.9895287958115183,1.0,1.0,0.9581151832460738,0.888888888888889,1.0,1.0,1.0
6,0.7000000000000002,0.7999999999999998,0.925,0.9749999999999995,0.9300000000000002,0.9549999999999998,0.9549999999999998,0.995,0.9267015706806285,0.9633507853403138,0.9528795811518325,0.9947643979057591,1.0,0.7777777777777776,1.0,1.0
7,0.7750000000000005,0.875,0.9749999999999995,0.9000000000000005,0.9350000000000004,0.97,0.995,0.9800000000000004,0.9476439790575913,0.9947643979057591,1.0,1.0,0.6666666666666669,0.4444444444444445,0.888888888888889,0.5555555555555555
8,0.7750000000000005,0.7999999999999998,0.825,0.7750000000000005,0.9549999999999998,0.9549999999999998,0.9549999999999998,0.9549999999999998,,,,,,,,
9,0.8499999999999995,0.9749999999999995,1.0,0.925,0.9650000000000002,0.995,1.0,0.9800000000000004,0.9790575916230364,0.9947643979057591,1.0,0.9790575916230364,0.6666666666666669,1.0,1.0,1.0
10,0.5499999999999998,0.7000000000000002,0.8499999999999995,0.9749999999999995,0.86,0.8649999999999999,0.97,0.995,0.8534031413612564,0.8586387434554975,0.9685863874345552,0.9947643979057591,1.0,1.0,1.0,1.0
11,0.7999999999999998,0.75,0.95,0.925,0.95,0.9350000000000004,0.9899999999999999,0.9800000000000004,0.9581151832460738,0.9476439790575913,1.0,0.9895287958115183,0.7777777777777776,0.6666666666666669,0.7777777777777776,0.7777777777777776
