,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.5,0.42499999999999977,0.5,0.5,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,,,,,,,,
1,0.9000000000000005,0.9749999999999995,1.0,0.9749999999999995,0.97,0.995,1.0,0.9899999999999999,0.9941520467836257,0.9941520467836257,1.0,0.9883040935672512,0.8275862068965519,1.0,1.0,1.0
2,0.7249999999999995,0.875,0.875,0.9749999999999995,0.925,0.9749999999999995,0.9549999999999998,0.995,0.9239766081871342,0.9707602339181284,0.9590643274853801,0.9941520467836257,0.9310344827586208,1.0,0.9310344827586208,1.0
3,0.7249999999999995,0.7000000000000002,0.7249999999999995,0.7750000000000005,0.9300000000000002,0.9300000000000002,0.9399999999999996,0.9549999999999998,0.9649122807017545,1.0,0.9766081871345028,0.9941520467836257,0.7241379310344827,0.5172413793103449,0.7241379310344827,0.7241379310344827
4,0.3999999999999999,0.42499999999999977,0.5,0.42499999999999977,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,,,,,,,,
5,0.6749999999999998,0.925,1.0,0.925,0.915,0.9849999999999999,1.0,0.97,0.9532163742690061,0.9883040935672512,1.0,0.9649122807017545,0.6896551724137933,0.9655172413793105,1.0,1.0
6,0.625,0.6749999999999998,0.925,0.95,0.925,0.9200000000000002,0.9849999999999999,0.9899999999999999,0.91812865497076,0.9356725146198829,0.9883040935672512,0.9883040935672512,0.9655172413793105,0.8275862068965519,0.9655172413793105,1.0
7,0.45000000000000023,0.6,0.7249999999999995,0.6500000000000001,0.86,0.9099999999999998,0.9350000000000004,0.925,0.9298245614035087,0.9766081871345028,0.9824561403508768,0.9707602339181284,0.44827586206896547,0.5172413793103449,0.6551724137931035,0.6551724137931035
8,0.45000000000000023,0.5,0.5,0.475,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,,,,,,,,
9,0.7000000000000002,0.875,0.925,0.8499999999999995,0.925,0.9749999999999995,0.9849999999999999,0.96,0.9824561403508768,0.9766081871345028,0.9883040935672512,0.9590643274853801,0.5862068965517241,0.9655172413793105,0.9655172413793105,0.9655172413793105
10,0.5499999999999998,0.75,0.625,0.875,0.88,0.9099999999999998,0.8900000000000001,0.95,0.871345029239766,0.9298245614035087,0.8830409356725145,0.9415204678362572,0.9310344827586208,0.7931034482758619,0.9310344827586208,1.0
11,0.6,0.7000000000000002,0.6500000000000001,0.7249999999999995,0.8850000000000001,0.9099999999999998,0.9099999999999998,0.925,0.91812865497076,0.9649122807017545,0.9590643274853801,0.9824561403508768,0.6896551724137933,0.5862068965517241,0.6206896551724137,0.5862068965517241
