,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.3999999999999999,0.32500000000000007,0.42499999999999977,0.375,0.8050000000000002,0.7999999999999998,0.8050000000000002,0.8050000000000002,,,,,,,,
1,0.825,1.0,1.0,0.9000000000000005,0.9449999999999998,1.0,1.0,0.9650000000000002,0.9875776397515527,1.0,1.0,0.956521739130435,0.7692307692307695,1.0,1.0,1.0
2,0.7000000000000002,0.925,0.9000000000000005,0.9000000000000005,0.9200000000000002,0.9849999999999999,0.9800000000000004,0.9800000000000004,0.9192546583850931,0.98125,0.9751552795031055,0.9875776397515527,0.923076923076923,1.0,1.0,0.9487179487179485
3,0.6,0.6,0.625,0.5499999999999998,0.905,0.8900000000000001,0.9200000000000002,0.8949999999999996,0.9875776397515527,0.9625000000000005,0.9813664596273292,0.956521739130435,0.5641025641025639,0.6,0.6666666666666669,0.6410256410256412
4,0.32500000000000007,0.375,0.45000000000000023,0.2749999999999999,0.8050000000000002,0.8050000000000002,0.8050000000000002,0.7999999999999998,,,,,,,,
5,0.6,0.825,0.9749999999999995,0.7999999999999998,0.9000000000000005,0.9650000000000002,0.995,0.95,0.9689440993788826,0.9813664596273292,0.9937888198757763,0.95625,0.6153846153846152,0.8974358974358977,1.0,0.925
6,0.6749999999999998,0.6749999999999998,0.9000000000000005,0.95,0.925,0.9300000000000002,0.9800000000000004,0.9899999999999999,0.9130434782608695,0.9378881987577636,0.9875776397515527,0.9937500000000005,0.9743589743589745,0.8974358974358977,0.9487179487179485,0.9749999999999995
7,0.5,0.625,0.6749999999999998,0.6,0.8649999999999999,0.8900000000000001,0.925,0.905,0.9316770186335401,0.956521739130435,1.0,0.9875,0.5897435897435898,0.6153846153846152,0.6153846153846152,0.5750000000000002
8,0.32500000000000007,0.3,0.475,0.3500000000000001,0.8050000000000002,0.8050000000000002,0.8050000000000002,0.8050000000000002,,,,,,,,
9,0.5750000000000002,0.5750000000000002,0.7999999999999998,0.825,0.87,0.9000000000000005,0.96,0.9449999999999998,0.956521739130435,0.9130434782608695,0.9627329192546586,0.9440993788819873,0.5128205128205127,0.8461538461538458,0.9487179487179485,0.9487179487179485
10,0.45000000000000023,0.5750000000000002,0.6749999999999998,0.75,0.8199999999999998,0.87,0.9099999999999998,0.9300000000000002,0.8198757763975152,0.8819875776397513,0.906832298136646,0.9192546583850931,0.8205128205128205,0.8205128205128205,0.923076923076923,0.9743589743589745
11,0.475,0.45000000000000023,0.6500000000000001,0.6749999999999998,0.8349999999999997,0.87,0.915,0.9300000000000002,0.8944099378881988,0.9378881987577636,0.9627329192546586,0.9875776397515527,0.5897435897435898,0.5897435897435898,0.7179487179487178,0.6923076923076924
