,0,1,2,3,4,5,6,7
0,0.7935000000000001,0.9954999999999997,0.20199999999999999,0.9549999999999986,0.9991000000000004,0.04409999999999997,0.9991099476439786,0.9988888888888888
1,0.7935000000000001,0.9954999999999997,0.20199999999999999,0.9549999999999986,0.9991000000000004,0.04409999999999997,0.9991099476439786,0.9988888888888888
2,0.7935000000000001,0.9954999999999997,0.20199999999999999,0.9549999999999986,0.9991000000000004,0.04409999999999997,0.9991099476439786,0.9988888888888888
3,0.6050000000000003,0.9802500000000001,0.3752499999999999,0.9050000000000008,0.9960499999999998,0.09104999999999991,0.9960220994475132,0.9963157894736842
4,0.6050000000000003,0.9802500000000001,0.3752499999999999,0.9050000000000008,0.9960499999999998,0.09104999999999991,0.9960220994475132,0.9963157894736842
5,0.6050000000000003,0.9802500000000001,0.3752499999999999,0.9050000000000008,0.9960499999999998,0.09104999999999991,0.9960220994475132,0.9963157894736842
6,0.45875,0.9424999999999996,0.4837500000000001,0.855,0.9884499999999997,0.13345,0.988830409356725,0.9862068965517244
7,0.45875,0.9424999999999996,0.4837500000000001,0.855,0.9884499999999997,0.13345,0.988830409356725,0.9862068965517244
8,0.45875,0.9422499999999995,0.48350000000000015,0.855,0.9883999999999997,0.13340000000000002,0.9887719298245612,0.9862068965517244
9,0.34700000000000003,0.8795000000000002,0.5325000000000002,0.803750000000001,0.9753499999999995,0.1716,0.9758598602484462,0.9732564102564099
10,0.34700000000000003,0.87975,0.5327500000000003,0.803750000000001,0.9753499999999997,0.1716,0.975797748447204,0.9735128205128203
11,0.34700000000000003,0.879,0.5320000000000003,0.803750000000001,0.9751999999999996,0.17145,0.9756102484472039,0.9735128205128203
