,0,1,2,3,4,5,6,7
0,0.625,0.95,0.32500000000000007,0.905,0.9899999999999999,0.085,0.9889502762430936,1.0
1,0.625,0.95,0.32500000000000007,0.905,0.9899999999999999,0.085,0.9889502762430936,1.0
2,0.625,0.95,0.32500000000000007,0.905,0.9899999999999999,0.085,0.9889502762430936,1.0
3,0.6500000000000001,0.95,0.2999999999999999,0.905,0.9849999999999999,0.07999999999999996,0.9834254143646411,1.0
4,0.6500000000000001,0.95,0.2999999999999999,0.905,0.9849999999999999,0.07999999999999996,0.9834254143646411,1.0
5,0.6500000000000001,0.95,0.2999999999999999,0.905,0.9849999999999999,0.07999999999999996,0.9834254143646411,1.0
6,0.5750000000000002,0.95,0.375,0.905,0.9899999999999999,0.085,0.9889502762430936,1.0
7,0.5750000000000002,0.925,0.35000000000000014,0.905,0.9849999999999999,0.07999999999999996,0.9889502762430936,0.9473684210526316
8,0.5750000000000002,0.925,0.35000000000000014,0.905,0.9849999999999999,0.07999999999999996,0.9889502762430936,0.9473684210526316
9,0.5750000000000002,0.925,0.35000000000000014,0.905,0.9749999999999995,0.06999999999999997,0.9723756906077347,1.0
10,0.5750000000000002,0.95,0.375,0.905,0.9899999999999999,0.085,0.9889502762430936,1.0
11,0.5750000000000002,0.7999999999999998,0.22500000000000014,0.905,0.95,0.04499999999999993,0.9447513812154698,1.0
12,0.6,0.9749999999999995,0.375,0.905,0.9899999999999999,0.085,0.9889502762430936,1.0
13,0.6,0.925,0.3250000000000001,0.905,0.9849999999999999,0.07999999999999996,0.9889502762430936,0.9473684210526316
14,0.6,0.9000000000000005,0.3,0.905,0.9800000000000004,0.07499999999999997,0.9834254143646411,0.9473684210526316
