,0,1,2,3,4,5,6,7
0,0.5,0.8499999999999995,0.3500000000000001,0.8550000000000004,0.97,0.115,0.9649122807017545,1.0
1,0.5,0.8499999999999995,0.3500000000000001,0.8550000000000004,0.97,0.115,0.9649122807017545,1.0
2,0.5,0.8499999999999995,0.3500000000000001,0.8550000000000004,0.97,0.115,0.9649122807017545,1.0
3,0.42499999999999977,0.8499999999999995,0.42499999999999977,0.8550000000000004,0.9449999999999998,0.08999999999999997,0.9356725146198829,1.0
4,0.42499999999999977,0.825,0.3999999999999999,0.8550000000000004,0.9399999999999996,0.085,0.9298245614035087,1.0
5,0.42499999999999977,0.825,0.3999999999999999,0.8550000000000004,0.9399999999999996,0.085,0.9298245614035087,1.0
6,0.45000000000000023,0.95,0.49999999999999994,0.8550000000000004,0.9800000000000004,0.125,0.9824561403508768,0.9655172413793105
7,0.45000000000000023,0.925,0.475,0.8550000000000004,0.9650000000000002,0.10999999999999996,0.9649122807017545,0.9655172413793105
8,0.45000000000000023,0.925,0.475,0.8550000000000004,0.9650000000000002,0.10999999999999996,0.9649122807017545,0.9655172413793105
9,0.3999999999999999,0.8499999999999995,0.45000000000000023,0.8550000000000004,0.9399999999999996,0.085,0.9415204678362572,0.9310344827586208
10,0.3999999999999999,0.9000000000000005,0.5,0.8550000000000004,0.9650000000000002,0.10999999999999996,0.9590643274853801,1.0
11,0.3999999999999999,0.825,0.42499999999999977,0.8550000000000004,0.95,0.095,0.9415204678362572,1.0
12,0.3999999999999999,0.9749999999999995,0.5750000000000002,0.8550000000000004,0.9899999999999999,0.135,0.9883040935672512,1.0
13,0.3999999999999999,0.875,0.475,0.8550000000000004,0.9549999999999998,0.09999999999999996,0.9532163742690061,0.9655172413793105
14,0.3999999999999999,0.7999999999999998,0.3999999999999999,0.8550000000000004,0.9399999999999996,0.085,0.9356725146198829,0.9655172413793105
